study_id,code_main,code_identifiers,segment_combo,segment,mesh_id,mesh_definitions,mesh_mn,mesh_segment_name_class,mesh_preferred_label,mesh_class,mesh_class_desc,mesh_parent_id_qualifier,mesh_parent_id,mesh_pa_id,mesh_parent_name,mesh_pa_name
10020,drug resisted,NA,FALSE,co-trimoxazole,d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,synonyms,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d013420,d000962,sulfamethoxazole,antimalarials
10020,drug resisted,NA,FALSE,co-trimoxazole,d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,synonyms,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d013420,d000900,sulfamethoxazole,anti-bacterial agents
10020,drug resisted,NA,FALSE,co-trimoxazole,d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,synonyms,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d013420,d000892,sulfamethoxazole,"anti-infective agents, urinary"
10020,drug resisted,NA,FALSE,tobramycin,d014031,"an aminoglycoside, broad-spectrum antibiotic produced by streptomyces tenebrarius. it is effective against gram-negative bacteria, especially the pseudomonas species. it is a 10% component of the antibiotic complex, nebramycin, produced by the same species.",d09.408.051.476.600.800,preferred_label,tobramycin,d,desc,NA,d009328,d000900,nebramycin,anti-bacterial agents
10020,drug resisted,NA,FALSE,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d011500,aminoglycosides,protein synthesis inhibitors
10020,drug resisted,NA,FALSE,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d000900,aminoglycosides,anti-bacterial agents
10020,drug resisted,a,FALSE,amoxicillin,d000658,a broad-spectrum semisynthetic antibiotic similar to ampicillin except that its resistance to gastric acid permits higher serum levels with oral administration.,d02.065.589.099.750.750.050.050|d02.886.108.750.750.050.050|d03.633.100.300.750.750.050.050,preferred_label,amoxicillin,d,desc,NA,d000667,d000900,ampicillin,anti-bacterial agents
10020,drug resisted,b,FALSE,amoxicillin-potassium clavulanate combination,d019980,a fixed-ratio combination of amoxicillin trihydrate and potassium clavulanate.,d02.065.589.099.374.160.060|d03.633.100.300.750.750.050.050.500|d02.065.589.099.750.750.050.050.060|d02.886.108.750.750.050.050.060|d03.633.100.300.374.160.060,preferred_label,amoxicillin-potassium clavulanate combination,d,desc,NA,d019818,d065093,clavulanic acid,beta-lactamase inhibitors
10020,drug resisted,b,FALSE,amoxicillin-potassium clavulanate combination,d019980,a fixed-ratio combination of amoxicillin trihydrate and potassium clavulanate.,d02.065.589.099.374.160.060|d03.633.100.300.750.750.050.050.500|d02.065.589.099.750.750.050.050.060|d02.886.108.750.750.050.050.060|d03.633.100.300.374.160.060,preferred_label,amoxicillin-potassium clavulanate combination,d,desc,NA,d000658,d065093,amoxicillin,beta-lactamase inhibitors
10020,drug resisted,c,FALSE,cefuroxime,d002444,"broad-spectrum cephalosporin antibiotic resistant to beta-lactamase. it has been proposed for infections with gram-negative and gram-positive organisms, gonorrhea, and haemophilus.",d03.633.100.300.249.190.190.165|d02.065.589.099.249.190.190.165|d02.886.665.074.190.190.165,preferred_label,cefuroxime,d,desc,NA,d002439,d000900,cefotaxime,anti-bacterial agents
10020,drug resisted,d,FALSE,ceftriaxone,d002443,"a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.",d03.633.100.300.249.190.190.155|d02.065.589.099.249.190.190.155|d02.886.665.074.190.190.155,preferred_label,ceftriaxone,d,desc,NA,d002439,d000900,cefotaxime,anti-bacterial agents
10020,drug resisted,e,FALSE,ceftazidime,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,NA,d002509,d000900,cephaloridine,anti-bacterial agents
10020,drug resisted,f,FALSE,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d011500,aminoglycosides,protein synthesis inhibitors
10020,drug resisted,f,FALSE,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d000900,aminoglycosides,anti-bacterial agents
10020,drug resisted,g,FALSE,tobramycin,d014031,"an aminoglycoside, broad-spectrum antibiotic produced by streptomyces tenebrarius. it is effective against gram-negative bacteria, especially the pseudomonas species. it is a 10% component of the antibiotic complex, nebramycin, produced by the same species.",d09.408.051.476.600.800,preferred_label,tobramycin,d,desc,NA,d009328,d000900,nebramycin,anti-bacterial agents
10020,drug resisted,h,FALSE,meropenem,c059500,NA,NA,preferred_label,meropenem,c,supp,NA,d013845,d000900,thienamycins,anti-bacterial agents
10020,drug resisted,i,FALSE,imipenem,d015378,"semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.",d02.065.589.099.124.300.500|d03.633.100.300.124.300.500,preferred_label,imipenem,d,desc,NA,d013845,d000900,thienamycins,anti-bacterial agents
10020,drug resisted,j,FALSE,ertapenem,c446479,NA,NA,preferred_label,ertapenem,c,supp,NA,d047090,d000900,beta-lactams,anti-bacterial agents
10020,drug resisted,NA,FALSE,cephalosporins,d002511,a family of organic compounds that are composed of a dihydrothiazine ring and a beta-lactam ring.|a group of broad-spectrum antibiotics first isolated from the mediterranean fungus acremonium. they contain the beta-lactam moiety thia-azabicyclo-octenecarboxylic acid also called 7-aminocephalosporanic acid.,d02.065.589.099.249|d02.886.665.074|d03.633.100.300.249,preferred_label,cephalosporins,d,desc,NA,d013843,d000900,thiazines,anti-bacterial agents
10020,drug resisted,NA,FALSE,cephalosporins,d002511,a family of organic compounds that are composed of a dihydrothiazine ring and a beta-lactam ring.|a group of broad-spectrum antibiotics first isolated from the mediterranean fungus acremonium. they contain the beta-lactam moiety thia-azabicyclo-octenecarboxylic acid also called 7-aminocephalosporanic acid.,d02.065.589.099.249|d02.886.665.074|d03.633.100.300.249,preferred_label,cephalosporins,d,desc,NA,d047090,d000900,beta-lactams,anti-bacterial agents
10020,drug resisted,NA,FALSE,meropenem,c059500,NA,NA,preferred_label,meropenem,c,supp,NA,d013845,d000900,thienamycins,anti-bacterial agents
10081,drug resisted,NA,FALSE,isoniazid,d007538,antibacterial agent used primarily as a tuberculostatic. it remains the treatment of choice for tuberculosis.,d03.066.349.410|d02.442.436|d03.383.725.394.582,preferred_label,isoniazid,d,desc,NA,d006834,d000995,hydrazines,antitubercular agents
10081,drug resisted,NA,FALSE,isoniazid,d007538,antibacterial agent used primarily as a tuberculostatic. it remains the treatment of choice for tuberculosis.,d03.066.349.410|d02.442.436|d03.383.725.394.582,preferred_label,isoniazid,d,desc,NA,d006834,d054872,hydrazines,fatty acid synthesis inhibitors
10081,drug resisted,NA,FALSE,isoniazid,d007538,antibacterial agent used primarily as a tuberculostatic. it remains the treatment of choice for tuberculosis.,d03.066.349.410|d02.442.436|d03.383.725.394.582,preferred_label,isoniazid,d,desc,NA,d007539,d000995,isonicotinic acids,antitubercular agents
10081,drug resisted,NA,FALSE,isoniazid,d007538,antibacterial agent used primarily as a tuberculostatic. it remains the treatment of choice for tuberculosis.,d03.066.349.410|d02.442.436|d03.383.725.394.582,preferred_label,isoniazid,d,desc,NA,d007539,d054872,isonicotinic acids,fatty acid synthesis inhibitors
10081,drug resisted,NA,FALSE,rifampin,d012293,"a semisynthetic antibiotic produced from streptomyces mediterranei. it has a broad antibacterial spectrum, including activity against several forms of mycobacterium. in susceptible organisms it inhibits dna-dependent rna polymerase activity by forming a stable complex with the enzyme. it thus suppresses the initiation of rna synthesis. rifampin is bactericidal, and acts on both intracellular and extracellular organisms. (from gilman et al., goodman and gilman's the pharmacological basis of therapeutics, 9th ed, p1160)",d03.633.400.811.700|d04.345.295.750.700,preferred_label,rifampin,d,desc,NA,d012294,d065695,rifamycins,cytochrome p-450 cyp2b6 inducers
10081,drug resisted,NA,FALSE,rifampin,d012293,"a semisynthetic antibiotic produced from streptomyces mediterranei. it has a broad antibacterial spectrum, including activity against several forms of mycobacterium. in susceptible organisms it inhibits dna-dependent rna polymerase activity by forming a stable complex with the enzyme. it thus suppresses the initiation of rna synthesis. rifampin is bactericidal, and acts on both intracellular and extracellular organisms. (from gilman et al., goodman and gilman's the pharmacological basis of therapeutics, 9th ed, p1160)",d03.633.400.811.700|d04.345.295.750.700,preferred_label,rifampin,d,desc,NA,d012294,d065696,rifamycins,cytochrome p-450 cyp2c8 inducers
10081,drug resisted,NA,FALSE,rifampin,d012293,"a semisynthetic antibiotic produced from streptomyces mediterranei. it has a broad antibacterial spectrum, including activity against several forms of mycobacterium. in susceptible organisms it inhibits dna-dependent rna polymerase activity by forming a stable complex with the enzyme. it thus suppresses the initiation of rna synthesis. rifampin is bactericidal, and acts on both intracellular and extracellular organisms. (from gilman et al., goodman and gilman's the pharmacological basis of therapeutics, 9th ed, p1160)",d03.633.400.811.700|d04.345.295.750.700,preferred_label,rifampin,d,desc,NA,d012294,d019384,rifamycins,nucleic acid synthesis inhibitors
10081,drug resisted,NA,FALSE,rifampin,d012293,"a semisynthetic antibiotic produced from streptomyces mediterranei. it has a broad antibacterial spectrum, including activity against several forms of mycobacterium. in susceptible organisms it inhibits dna-dependent rna polymerase activity by forming a stable complex with the enzyme. it thus suppresses the initiation of rna synthesis. rifampin is bactericidal, and acts on both intracellular and extracellular organisms. (from gilman et al., goodman and gilman's the pharmacological basis of therapeutics, 9th ed, p1160)",d03.633.400.811.700|d04.345.295.750.700,preferred_label,rifampin,d,desc,NA,d012294,d065701,rifamycins,cytochrome p-450 cyp3a inducers
10081,drug resisted,NA,FALSE,rifampin,d012293,"a semisynthetic antibiotic produced from streptomyces mediterranei. it has a broad antibacterial spectrum, including activity against several forms of mycobacterium. in susceptible organisms it inhibits dna-dependent rna polymerase activity by forming a stable complex with the enzyme. it thus suppresses the initiation of rna synthesis. rifampin is bactericidal, and acts on both intracellular and extracellular organisms. (from gilman et al., goodman and gilman's the pharmacological basis of therapeutics, 9th ed, p1160)",d03.633.400.811.700|d04.345.295.750.700,preferred_label,rifampin,d,desc,NA,d012294,d007917,rifamycins,leprostatic agents
10081,drug resisted,NA,FALSE,rifampin,d012293,"a semisynthetic antibiotic produced from streptomyces mediterranei. it has a broad antibacterial spectrum, including activity against several forms of mycobacterium. in susceptible organisms it inhibits dna-dependent rna polymerase activity by forming a stable complex with the enzyme. it thus suppresses the initiation of rna synthesis. rifampin is bactericidal, and acts on both intracellular and extracellular organisms. (from gilman et al., goodman and gilman's the pharmacological basis of therapeutics, 9th ed, p1160)",d03.633.400.811.700|d04.345.295.750.700,preferred_label,rifampin,d,desc,NA,d012294,d065697,rifamycins,cytochrome p-450 cyp2c19 inducers
10081,drug resisted,NA,FALSE,rifampin,d012293,"a semisynthetic antibiotic produced from streptomyces mediterranei. it has a broad antibacterial spectrum, including activity against several forms of mycobacterium. in susceptible organisms it inhibits dna-dependent rna polymerase activity by forming a stable complex with the enzyme. it thus suppresses the initiation of rna synthesis. rifampin is bactericidal, and acts on both intracellular and extracellular organisms. (from gilman et al., goodman and gilman's the pharmacological basis of therapeutics, 9th ed, p1160)",d03.633.400.811.700|d04.345.295.750.700,preferred_label,rifampin,d,desc,NA,d012294,d065698,rifamycins,cytochrome p-450 cyp2c9 inducers
10081,drug resisted,NA,FALSE,rifampin,d012293,"a semisynthetic antibiotic produced from streptomyces mediterranei. it has a broad antibacterial spectrum, including activity against several forms of mycobacterium. in susceptible organisms it inhibits dna-dependent rna polymerase activity by forming a stable complex with the enzyme. it thus suppresses the initiation of rna synthesis. rifampin is bactericidal, and acts on both intracellular and extracellular organisms. (from gilman et al., goodman and gilman's the pharmacological basis of therapeutics, 9th ed, p1160)",d03.633.400.811.700|d04.345.295.750.700,preferred_label,rifampin,d,desc,NA,d012294,d000904,rifamycins,"antibiotics, antitubercular"
10081,drug resisted,NA,FALSE,pyrazinamide,d011718,a pyrazine that is used therapeutically as an antitubercular agent.,d03.383.679.750,preferred_label,pyrazinamide,d,desc,NA,d011719,d000995,pyrazines,antitubercular agents
10081,drug resisted,NA,FALSE,ethambutol,d004977,"an antitubercular agent that inhibits the transfer of mycolic acids into the cell wall of the tubercle bacillus. it may also inhibit the synthesis of spermidine in mycobacteria. the action is usually bactericidal, and the drug can penetrate human cell membranes to exert its lethal effect. (from smith and reynard, textbook of pharmacology, 1992, p863)",d02.092.782.258.368.265,preferred_label,ethambutol,d,desc,NA,d005029,d000995,ethylenediamines,antitubercular agents
10083,drug resisted,b,FALSE,amoxicillin,d000658,a broad-spectrum semisynthetic antibiotic similar to ampicillin except that its resistance to gastric acid permits higher serum levels with oral administration.,d02.065.589.099.750.750.050.050|d02.886.108.750.750.050.050|d03.633.100.300.750.750.050.050,preferred_label,amoxicillin,d,desc,NA,d000667,d000900,ampicillin,anti-bacterial agents
10083,drug resisted,a,FALSE,amoxicillin-potassium clavulanate combination,d019980,a fixed-ratio combination of amoxicillin trihydrate and potassium clavulanate.,d02.065.589.099.374.160.060|d03.633.100.300.750.750.050.050.500|d02.065.589.099.750.750.050.050.060|d02.886.108.750.750.050.050.060|d03.633.100.300.374.160.060,preferred_label,amoxicillin-potassium clavulanate combination,d,desc,NA,d019818,d065093,clavulanic acid,beta-lactamase inhibitors
10083,drug resisted,a,FALSE,amoxicillin-potassium clavulanate combination,d019980,a fixed-ratio combination of amoxicillin trihydrate and potassium clavulanate.,d02.065.589.099.374.160.060|d03.633.100.300.750.750.050.050.500|d02.065.589.099.750.750.050.050.060|d02.886.108.750.750.050.050.060|d03.633.100.300.374.160.060,preferred_label,amoxicillin-potassium clavulanate combination,d,desc,NA,d000658,d065093,amoxicillin,beta-lactamase inhibitors
10083,drug resisted,c,FALSE,ceftriaxone,d002443,"a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.",d03.633.100.300.249.190.190.155|d02.065.589.099.249.190.190.155|d02.886.665.074.190.190.155,preferred_label,ceftriaxone,d,desc,NA,d002439,d000900,cefotaxime,anti-bacterial agents
10083,drug resisted,d,FALSE,cefuroxime,d002444,"broad-spectrum cephalosporin antibiotic resistant to beta-lactamase. it has been proposed for infections with gram-negative and gram-positive organisms, gonorrhea, and haemophilus.",d03.633.100.300.249.190.190.165|d02.065.589.099.249.190.190.165|d02.886.665.074.190.190.165,preferred_label,cefuroxime,d,desc,NA,d002439,d000900,cefotaxime,anti-bacterial agents
10083,drug resisted,e,FALSE,erythromycin,d004917,"a bacteriostatic antibiotic macrolide produced by streptomyces erythreus. erythromycin a is considered its major active component. in sensitive organisms, it inhibits protein synthesis by binding to 50s ribosomal subunits. this binding process inhibits peptidyl transferase activity and interferes with translocation of amino acids during translation and assembly of proteins.",d02.540.576.500.992,preferred_label,erythromycin,d,desc,NA,d018942,d011500,macrolides,protein synthesis inhibitors
10083,drug resisted,e,FALSE,erythromycin,d004917,"a bacteriostatic antibiotic macrolide produced by streptomyces erythreus. erythromycin a is considered its major active component. in sensitive organisms, it inhibits protein synthesis by binding to 50s ribosomal subunits. this binding process inhibits peptidyl transferase activity and interferes with translocation of amino acids during translation and assembly of proteins.",d02.540.576.500.992,preferred_label,erythromycin,d,desc,NA,d018942,d000900,macrolides,anti-bacterial agents
10083,drug resisted,e,FALSE,erythromycin,d004917,"a bacteriostatic antibiotic macrolide produced by streptomyces erythreus. erythromycin a is considered its major active component. in sensitive organisms, it inhibits protein synthesis by binding to 50s ribosomal subunits. this binding process inhibits peptidyl transferase activity and interferes with translocation of amino acids during translation and assembly of proteins.",d02.540.576.500.992,preferred_label,erythromycin,d,desc,NA,d018942,d005765,macrolides,gastrointestinal agents
10083,drug resisted,f,FALSE,clarithromycin,d017291,a semisynthetic macrolide antibiotic derived from erythromycin that is active against a variety of microorganisms. it can inhibit protein synthesis in bacteria by reversibly binding to the 50s ribosomal subunits. this inhibits the translocation of aminoacyl transfer-rna and prevents peptide chain elongation.,d02.540.576.500.992.100,preferred_label,clarithromycin,d,desc,NA,d004917,d011500,erythromycin,protein synthesis inhibitors
10083,drug resisted,f,FALSE,clarithromycin,d017291,a semisynthetic macrolide antibiotic derived from erythromycin that is active against a variety of microorganisms. it can inhibit protein synthesis in bacteria by reversibly binding to the 50s ribosomal subunits. this inhibits the translocation of aminoacyl transfer-rna and prevents peptide chain elongation.,d02.540.576.500.992.100,preferred_label,clarithromycin,d,desc,NA,d004917,d065692,erythromycin,cytochrome p-450 cyp3a inhibitors
10083,drug resisted,f,FALSE,clarithromycin,d017291,a semisynthetic macrolide antibiotic derived from erythromycin that is active against a variety of microorganisms. it can inhibit protein synthesis in bacteria by reversibly binding to the 50s ribosomal subunits. this inhibits the translocation of aminoacyl transfer-rna and prevents peptide chain elongation.,d02.540.576.500.992.100,preferred_label,clarithromycin,d,desc,NA,d004917,d000900,erythromycin,anti-bacterial agents
10083,drug resisted,g,FALSE,tetracycline,d013752,a naphthacene antibiotic that inhibits amino acyl trna binding during protein synthesis.,d04.615.562.900.875|d02.455.426.559.847.562.900.875,preferred_label,tetracycline,d,desc,NA,d013754,d011500,tetracyclines,protein synthesis inhibitors
10083,drug resisted,g,FALSE,tetracycline,d013752,a naphthacene antibiotic that inhibits amino acyl trna binding during protein synthesis.,d04.615.562.900.875|d02.455.426.559.847.562.900.875,preferred_label,tetracycline,d,desc,NA,d013754,d000900,tetracyclines,anti-bacterial agents
10083,drug resisted,h,FALSE,levofloxacin,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,NA,d015242,d065609,ofloxacin,cytochrome p-450 cyp1a2 inhibitors
10083,drug resisted,h,FALSE,levofloxacin,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,NA,d015242,d000900,ofloxacin,anti-bacterial agents
10083,drug resisted,h,FALSE,levofloxacin,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,NA,d015242,d000892,ofloxacin,"anti-infective agents, urinary"
10083,drug resisted,h,FALSE,levofloxacin,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,NA,d015242,d059005,ofloxacin,topoisomerase ii inhibitors
10083,drug resisted,i,FALSE,moxifloxacin,c104727,NA,NA,preferred_label,moxifloxacin,c,supp,NA,d024841,d000900,fluoroquinolones,anti-bacterial agents
10083,drug resisted,i,FALSE,moxifloxacin,c104727,NA,NA,preferred_label,moxifloxacin,c,supp,NA,d024841,d059005,fluoroquinolones,topoisomerase ii inhibitors
10083,drug resisted,j,FALSE,gatifloxacin,c078049,NA,NA,preferred_label,gatifloxacin,c,supp,NA,d024841,d000900,fluoroquinolones,anti-bacterial agents
10083,drug resisted,j,FALSE,gatifloxacin,c078049,NA,NA,preferred_label,gatifloxacin,c,supp,NA,d024841,d059005,fluoroquinolones,topoisomerase ii inhibitors
10209,drug resisted,e,FALSE,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d011500,aminoglycosides,protein synthesis inhibitors
10209,drug resisted,e,FALSE,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d000900,aminoglycosides,anti-bacterial agents
10209,drug resisted,f,FALSE,tobramycin,d014031,"an aminoglycoside, broad-spectrum antibiotic produced by streptomyces tenebrarius. it is effective against gram-negative bacteria, especially the pseudomonas species. it is a 10% component of the antibiotic complex, nebramycin, produced by the same species.",d09.408.051.476.600.800,preferred_label,tobramycin,d,desc,NA,d009328,d000900,nebramycin,anti-bacterial agents
10209,drug resisted,a,FALSE,ampicillin,d000667,semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.,d03.633.100.300.750.750.050|d02.065.589.099.750.750.050|d02.886.108.750.750.050,preferred_label,ampicillin,d,desc,NA,d010400,d000900,penicillin g,anti-bacterial agents
10209,drug resisted,b,TRUE,ampicillin,d000667,semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.,d03.633.100.300.750.750.050|d02.065.589.099.750.750.050|d02.886.108.750.750.050,preferred_label,ampicillin,d,desc,NA,d010400,d000900,penicillin g,anti-bacterial agents
10209,drug resisted,b,TRUE,clavulanic acid,d019818,"clavulanic acid and its salts and esters. the acid is a suicide inhibitor of bacterial beta-lactamase enzymes from streptomyces clavuligerus. administered alone, it has only weak antibacterial activity against most organisms, but given in combination with other beta-lactam antibiotics it prevents antibiotic inactivation by microbial lactamase.",d02.065.589.099.374.160|d03.633.100.300.374.160,preferred_label,clavulanic acid,d,desc,NA,d002969,d065093,clavulanic acids,beta-lactamase inhibitors
